Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,Date,Letterboxd URI,totalSeasons
Vacation,2015,R,29 Jul 2015,99 min,"Adventure, Comedy","John Francis Daley, Jonathan Goldstein","Jonathan Goldstein, John Francis Daley, John Hughes","Ed Helms, Christina Applegate, Skyler Gisondo","Following in the footsteps of his father, Clark Griswold, the man with a vision in National Lampoon's Vacation (1983), his son, too, the hard-working family man, Rusty Griswold, wants to have some quality time with his wife, Debbie, and their two sons, Kevin and James. With the idea of revisiting the place of his vivid childhood memories, the exciting Walley World, keep coming to mind, Rusty decides to surprise his family with his proposal for an unforgettable trip across the country in their rented Albanian SUV. However, as the Griswolds hit the road for some serious family-bonding, this is easier said than done, and, disaster after disaster, Rusty's romantic intentions seem to go down the drain. Can some minor mishaps thwart Rusty's plans for creating the perfect family vacation?",English,United States,1 win & 3 nominations total,https://m.media-amazon.com/images/M/MV5BZWJmYTcwN2QtNTc4MC00YjcwLTk4YmUtOWQwM2RkMmVlYThhXkEyXkFqcGc@._V1_SX300.jpg,"[object Object],[object Object],[object Object]",34,6.2,"129,867",tt1524930,movie,N/A,"$58,884,188",N/A,N/A,True,,,
Sin City: A Dame to Kill For,2014,R,22 Aug 2014,102 min,"Action, Crime, Thriller","Frank Miller, Robert Rodriguez",Frank Miller,"Mickey Rourke, Jessica Alba, Josh Brolin","Marv is unconscious on a highway surrounded by corpses. When he awakes, he has amnesia and tries to recall his last steps from the Kadie's saloon on the Saturday night. He recalls that he found four playboys burning a homeless man alive and defended the poor man. Marv hunts them down and kills the group. The cocky gambler Johnny hits jackpot in slot machines in the Kadie's saloon and invites the waitress Marcie to go with him to play poker game against the powerful Senator Roark. He wins the game and suffers the consequence of his arrogance. The private detective Dwight McCarthy is contacted by his former lover Ava Lord that asks to meet him at the Kadie's saloon. Ava asks him for forgiveness for leaving him to marry the wealthy Damian Lord. However her strong chauffeur Manute takes her home. Dwight snoops around Ava's house but is found and beaten by Manute and the bodyguards. When he returns home, Ava is waiting for him naked in the bed and seduces him again. Then she tells that Damian and Manute torture her and soon she will be killed. Once again Manute takes Ava with him and hits Dwight that invites Marv to help him to rescue Ava. Damian denies the accusation but Dwight beats him to death while Marv tear Manute's eye out. But soon Dwight finds that he was lured by Ava that shoots him. Marv rescues Dwight and takes him to the Old Town where Dwight finds his former lover Gail that helps him to recover while Dwight plots revenge against Ava.",English,"United States, United Kingdom",4 wins & 6 nominations total,https://m.media-amazon.com/images/M/MV5BMjA5ODYwNjgxMF5BMl5BanBnXkFtZTgwMTcwNzAyMjE@._V1_SX300.jpg,"[object Object],[object Object],[object Object]",46,6.5,"177,049",tt0458481,movie,N/A,"$13,757,804",N/A,N/A,True,,,
We Can Be Heroes,2020,PG,25 Dec 2020,100 min,"Animation, Action, Comedy",Robert Rodriguez,"Robert Rodriguez, Racer Rodriguez","YaYa Gosselin, Pedro Pascal, Priyanka Chopra Jonas","When alien invaders kidnap Earth's superheroes, their kids are whisked away to a government safe house. But whip-smart tween Missy Moreno will stop at nothing to rescue her superhero dad, Marcus Moreno. Missy teams up with the rest of the superkids to escape their mysterious government babysitter, Ms. Granada. If they're going to save their parents, they'll have to work together by using their individual powers - from elasticity to time control to predicting the future - and form an out-of-this-world team.",English,United States,1 nomination total,https://m.media-amazon.com/images/M/MV5BODdkYTdhMGItNTg3Zi00NzczLWI2YjgtZThlNTFjZjBlYzFiXkEyXkFqcGc@._V1_SX300.jpg,"[object Object],[object Object],[object Object]",51,4.7,"18,677",tt10600398,movie,N/A,N/A,N/A,N/A,True,,,
Ghosts of Mars,2001,R,24 Aug 2001,98 min,"Action, Horror, Sci-Fi",John Carpenter,"Larry Sulkis, John Carpenter","Natasha Henstridge, Ice Cube, Pam Grier",200 years in the future a Martian police unit is dispatched to transport a dangerous prisoner from a mining outpost back to justice. But when the team arrives they find the town deserted and some of the inhabitants possessed by the former inhabitants of the planet.,English,United States,2 nominations,https://m.media-amazon.com/images/M/MV5BNTY5MWQ2YzUtNGM4YS00ZTYxLWJkMGUtMTg2ODlkNDUwMzY1XkEyXkFqcGc@._V1_SX300.jpg,"[object Object],[object Object],[object Object]",35,4.9,"58,945",tt0228333,movie,N/A,"$8,709,640",N/A,N/A,True,,,
The People vs. Larry Flynt,1996,R,10 Jan 1997,130 min,"Biography, Drama",Milos Forman,"Scott Alexander, Larry Karaszewski","Woody Harrelson, Courtney Love, Edward Norton","Larry Flynt is the hedonistically obnoxious, but indomitable, publisher of Hustler magazine. The film recounts his struggle to make an honest living publishing his porn magazine and how it changes into a battle to protect the freedom of speech for all people.",English,United States,Nominated for 2 Oscars. 22 wins & 35 nominations total,https://m.media-amazon.com/images/M/MV5BNDU2ZTYxMDItNzRjNy00YWNkLTg1YTAtYmZlYTQxMzA3NjFmXkEyXkFqcGc@._V1_SX300.jpg,"[object Object],[object Object],[object Object]",79,7.3,"104,661",tt0117318,movie,N/A,"$20,300,385",N/A,N/A,True,,,
Better Off Dead,1985,PG,11 Oct 1985,97 min,"Comedy, Romance",Savage Steve Holland,Savage Steve Holland,"John Cusack, David Ogden Stiers, Kim Darby","The teenager Lane Meyer has a crush on his girlfriend Beth Truss. When Beth dumps him to stay with the successful skier Roy Stalin, Lane is depressed and decides to commit suicide. However he gives up and tries to improve his skill of skier to ski the dangerous K12 slope to impress Beth. Meanwhile his neighbor Mrs. Smith receives the exchange French student Monique Junot and her fat son Ricky Smith considers Monique his girlfriend; however, Monique has an unrequited crush on Lane that does not note her. When Lane stumbles upon Monique in a high-school party, he befriends her. The upset Lane challenges Roy in a competition on the K12 slope but then he regrets. However Monique is a great mechanic and skier, and fix Lane's Camaro and teaches him how to ski the K12 slope. What will happen to Lane?",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BZGQzNmQ3MmItZjQyOS00NmEyLTgwMTQtOTM3ZTE5NGY5N2M5XkEyXkFqcGc@._V1_SX300.jpg,"[object Object],[object Object],[object Object]",51,7.1,"52,293",tt0088794,movie,N/A,"$10,297,601",N/A,N/A,True,,,
The Magnificent Tramp,1959,,,,,,,,,,,,,,,,,,,,,,,,2025-09-07,https://boxd.it/1ggg,
A Monkey in Winter,1962,N/A,31 Jan 1963,105 min,"Comedy, Drama",Henri Verneuil,"Antoine Blondin, François Boyer, Michel Audiard","Jean Gabin, Jean-Paul Belmondo, Suzanne Flon","Albert is an inn owner who vowed never to drink again if he and his wife survived the war. They did, and the reformed alcoholic keeps his vow. But times have changed and soon after the war, Albert comes in contact with Gabriel, a young man prone to heavy bouts with the bottle. Gabriel is conflicted over visiting his young daughter in a nearby school and in a moment of nostalgia, Albert takes off with him on one major binge -- and havoc results.","French, English",France,N/A,https://m.media-amazon.com/images/M/MV5BMWU2OTExZWEtYjA2Mi00ODlhLTliN2QtYmRlODVjNDVlNGNjXkEyXkFqcGc@._V1_SX300.jpg,[object Object],N/A,7.4,"3,507",tt0056636,movie,N/A,N/A,N/A,N/A,True,,,
Super,2010,R,10 Jun 2011,96 min,"Action, Comedy, Crime",James Gunn,James Gunn,"Rainn Wilson, Elliot Page, Liv Tyler","Frank Darrbo is a hapless fry cook. When his wife Sarah falls off the wagon and dumps him for Jacques, a drug dealer, Frank tries to get her back by reporting her kidnapped, grabbing her from Jacques' car, and wailing for her to return. After watching Christian TV and having a vision, he becomes a superhero to fight evil. He sews a costume, finds a weapon (a pipe wrench) and looks for crimes to stop. He has problems: his wrench inflicts real injury, so the cops want him for being a vigilante, his sense of boundaries is flawed, and Jacques' gang has guns. Libby, a clerk at a comic book store, becomes his sidekick, and it's time to go save Sarah. What chance do they have?",English,United States,1 win total,https://m.media-amazon.com/images/M/MV5BZTUzMDU3NWUtNjdlMy00MGQ3LTk2M2ItNWVhNTlhZjkyMDExXkEyXkFqcGc@._V1_SX300.jpg,"[object Object],[object Object],[object Object]",50,6.7,"85,529",tt1512235,movie,N/A,"$327,716",N/A,N/A,True,,,
Out of the Furnace,2013,R,06 Dec 2013,116 min,"Crime, Drama, Thriller",Scott Cooper,"Brad Ingelsby, Scott Cooper","Christian Bale, Casey Affleck, Zoe Saldaña","Russell and his younger brother Rodney live in the economically depressed Rust Belt and have always dreamed of escaping and finding better lives. But when a cruel twist of fate lands Russell in prison, Rodney becomes involved with one of the most violent and ruthless crime rings in the Northeast - a mistake that will cost him everything. Once released, Russell must choose between his own freedom or risking it all to seek justice for his brother.",English,"United Kingdom, United States",1 win & 10 nominations total,https://m.media-amazon.com/images/M/MV5BYjAwNTQzNmUtZTBkYy00ZGZjLThjMmQtODk5YzdmMTBhNDk2XkEyXkFqcGc@._V1_SX300.jpg,"[object Object],[object Object],[object Object]",63,6.7,"130,317",tt1206543,movie,N/A,"$11,330,849",N/A,N/A,True,,,
The Reluctant Fundamentalist,2012,R,17 May 2013,130 min,"Drama, Thriller",Mira Nair,"William Wheeler, Mohsin Hamid, Ami Boghani","Riz Ahmed, Liev Schreiber, Kiefer Sutherland","A young Pakistani man chasing corporate success on Wall Street finds himself embroiled in a conflict between his American Dream, a hostage crisis, and the enduring call of his family's homeland.","English, Tamil, Urdu","United States, India, Qatar",3 wins total,https://m.media-amazon.com/images/M/MV5BNzAzNjg3Mzg1Nl5BMl5BanBnXkFtZTcwOTUzNzExOQ@@._V1_SX300.jpg,"[object Object],[object Object],[object Object]",54,6.8,"14,922",tt2032557,movie,N/A,"$552,959",N/A,N/A,True,,,
Green Book,2018,PG-13,16 Nov 2018,130 min,"Biography, Comedy, Drama",Peter Farrelly,"Nick Vallelonga, Brian Hayes Currie, Peter Farrelly","Viggo Mortensen, Mahershala Ali, Linda Cardellini","In 1962, Tony ""Tony Lip"" Vallelonga, a tough bouncer, is looking for work when his nightclub is closed for renovations. The most promising offer turns out to be the driver for the African-American classical pianist Don Shirley for a concert tour into the Deep South states. Although hardly enthused at working for a black man, Tony accepts the job and they begin their trek armed with The Negro Motorist Green Book, a travel guide for safe travel through America's racial segregation. Together, the snobbishly erudite pianist and the crudely practical bouncer can barely get along with their clashing attitudes to life and ideals. However, as the disparate pair witness and endure America's appalling injustices on the road, they find a newfound respect for each other's talents and start to face them together. In doing so, they would nurture a friendship and understanding that would change both their lives.","English, Italian, Russian, German","China, Japan, United States",Won 3 Oscars. 58 wins & 123 nominations total,https://m.media-amazon.com/images/M/MV5BNDU5YTNmMmItN2QxNy00OGQ0LTg5MTctNzFmYjEzZjcwN2UwXkEyXkFqcGc@._V1_SX300.jpg,"[object Object],[object Object],[object Object]",69,8.2,"656,245",tt6966692,movie,N/A,"$85,080,171",N/A,N/A,True,,,
The Long Walk,2025,R,12 Sep 2025,108 min,"Horror, Sci-Fi, Thriller",Francis Lawrence,"JT Mollner, Stephen King","Cooper Hoffman, David Jonsson, Garrett Wareing","A group of teenage boys compete in an annual contest known as ""The Long Walk,"" in which they must maintain a certain walking speed or get shot.",English,"United States, Canada",1 win total,https://m.media-amazon.com/images/M/MV5BNmE4YmIxNWQtMzJhMy00NDI5LWFmYjEtMGYyMmFhNzdjODVmXkEyXkFqcGc@._V1_SX300.jpg,"[object Object],[object Object],[object Object]",71,6.8,"68,902",tt10374610,movie,N/A,"$35,163,573",N/A,N/A,True,,,
Nobody 2,2025,R,15 Aug 2025,89 min,"Action, Comedy, Crime",Timo Tjahjanto,"Derek Kolstad, Aaron Rabin","Bob Odenkirk, Connie Nielsen, Christopher Lloyd","Suburban dad Hutch Mansell, a former lethal assassin, is pulled back into his violent past after thwarting a home invasion, setting off a chain of events",English,"United States, Canada",N/A,https://m.media-amazon.com/images/M/MV5BOWViZjhjYjQtZDI1MC00MWMyLTlhZTktNmIzY2Y0ZWVkMWFhXkEyXkFqcGc@._V1_SX300.jpg,"[object Object],[object Object],[object Object]",59,6.3,"55,278",tt28996126,movie,N/A,"$21,604,985",N/A,N/A,True,,,
Serpico,1973,R,05 Dec 1973,130 min,"Biography, Crime, Drama",Sidney Lumet,"Peter Maas, Waldo Salt, Norman Wexler","Al Pacino, John Randolph, Jack Kehoe","Serpico is a cop in the 1960s-early 1970s. Unlike all his colleagues, he refuses a share of the money that the cops routinely extort from local criminals. Nobody wants to work with Serpico, and he's in constant danger of being placed in life threatening positions by his ""partners"". Nothing seems to get done even when he goes to the highest of authorities. Despite the dangers he finds himself in, he still refuses to 'go with the flow', in the hope that one day, the truth will be known.","English, Italian, Spanish","United States, Italy",Nominated for 2 Oscars. 8 wins & 13 nominations total,https://m.media-amazon.com/images/M/MV5BYTg3NzUzYzYtMmQxOS00MjAwLWI0ZDYtNDg4OTQ4OTljNGFlXkEyXkFqcGc@._V1_SX300.jpg,"[object Object],[object Object],[object Object]",83,7.7,"141,485",tt0070666,movie,N/A,"$29,800,000",N/A,N/A,True,,,
The Verdict,1982,R,17 Dec 1982,129 min,Drama,Sidney Lumet,"Barry Reed, David Mamet, Jay Presson Allen","Paul Newman, Charlotte Rampling, Jack Warden","Frank Galvin was once a promising Boston lawyer with a bright future ahead. An incident early in his career in which he was trying to do the right thing led to him being fired from the prestigious law firm with which he was working, almost being disbarred, and his wife leaving him. Continually drowning his sorrows in booze, he is now an ambulance-chasing lawyer, preying on the weak and vulnerable, and bending the truth whenever necessary to make what few dollars he has, as he has only had a few cases in the last few years, losing the last four. His only friend in the profession is his now retired ex-partner, Mickey Morrissey, who gets Frank a case, his fee solely a percentage of what his clients are awarded. The case should net Frank tens of thousands of dollars by settling out of court, that money which would at least get him back on his feet. It is a negligence suit brought on behalf of Deborah Ann Kaye by her sister and brother-in-law, Sally and Kevin Doneghy, against St. Catherine Labouré Hospital, operated by the Archdiocese of Boston, and Drs. Towler and Marks. Kaye was admitted to the hospital for what should have been a routine delivery, but something that happened while Kaye was on the operating room table led to her brain being deprived of oxygen, resulting in permanent brain damage, and Kaye now being in a totally vegetative state requiring hospitalization for the rest of her life. Frank eventually learns that the cause seems to be that Dr. Towler, the anesthesiologist and an expert in the field, used the incorrect anesthetic for the situation. However, all but one person that was in the operating room that day has provided depositions that nothing improper occurred in the operating room. The one holdout is the operating room head nurse, Maureen Rooney, who is not talking, period, to Frank or the other side. Upon seeing the state Kaye is in, Frank unilaterally decides to do what he believes is the right thing by declining the lucrative out-of-court settlement offered by the Archdiocese and take the case to court. In doing so, he hopes the truth that the hospital and the doctors truly were negligent comes to light. Feeling that this case may be a turning point in his life, Frank has a new spring in his step, enough that he attracts the attention of Laura Fischer, the two who begin a relationship. Despite having whatever the truth is on his side, that truth which he does not know, and having an expert witness of his own, Frank has an uphill battle in that the Archdiocese has retained the services of Ed Concannon, a high-priced lawyer who has a large team of associates whose task is to help Concannon and the Archdiocese win at any cost. Concannon's task seems even easier as Judge Hoyle, the presiding judge, is already biased against Frank for taking the case to court.",English,United States,Nominated for 5 Oscars. 3 wins & 14 nominations total,https://m.media-amazon.com/images/M/MV5BZGNhMzRhNTgtOWUwMy00MGNmLThmZjEtZWMxNDM0N2ZlNzM2XkEyXkFqcGc@._V1_SX300.jpg,"[object Object],[object Object],[object Object]",77,7.7,"48,433",tt0084855,movie,N/A,"$53,977,250",N/A,N/A,True,,,
